Symbol,1/31/2006,2/28/2006,3/31/2006,4/28/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/29/2006,10/31/2006,11/30/2006,12/29/2006,1/31/2007,2/28/2007,3/30/2007,4/30/2007,5/31/2007,6/29/2007,7/31/2007,8/31/2007,9/28/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/30/2008,6/30/2008,7/31/2008,8/29/2008,9/30/2008,10/31/2008,11/28/2008,12/31/2008,1/30/2009,2/27/2009,3/31/2009,4/30/2009,5/29/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/30/2009,11/30/2009,12/31/2009,1/29/2010,2/26/2010,3/31/2010,4/30/2010,5/28/2010,6/30/2010,7/30/2010,8/31/2010,9/30/2010,10/29/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/29/2011,5/31/2011,6/30/2011,7/29/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/30/2011,1/31/2012,2/29/2012,3/30/2012,4/30/2012,5/31/2012,6/29/2012,7/31/2012,8/31/2012,9/28/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/28/2013,4/30/2013,5/31/2013,6/28/2013,7/31/2013,8/30/2013,9/30/2013,10/31/2013,11/29/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/30/2014,6/30/2014,7/31/2014,8/29/2014,9/30/2014,10/31/2014,11/28/2014,12/31/2014,1/30/2015,2/27/2015,3/31/2015,4/30/2015,5/29/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/30/2015,11/30/2015,12/31/2015,1/29/2016,2/29/2016,3/31/2016,4/29/2016,5/31/2016,6/30/2016,7/29/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/30/2016,1/31/2017,2/28/2017,3/31/2017,4/28/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/29/2017,10/31/2017,11/30/2017,12/29/2017,1/31/2018,2/28/2018,3/29/2018,4/30/2018,5/31/2018,6/29/2018,7/31/2018,8/31/2018,9/28/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/29/2019,4/30/2019,5/31/2019,6/28/2019,7/31/2019,8/30/2019,9/30/2019,10/31/2019,11/29/2019,12/31/2019,1/31/2020,2/28/2020,3/31/2020,4/30/2020,5/29/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/30/2020,11/30/2020,12/31/2020
CL,18.9297,18.7883,19.6919,20.5031,20.9262,20.7736,20.6785,20.8667,21.6476,22.4169,22.7954,22.862,24.0495,23.7361,23.5178,23.9799,23.7038,22.9568,23.4867,23.6006,25.3799,27.2739,28.6364,27.8783,27.4868,27.3395,27.9934,25.5356,26.8575,24.9577,26.9781,27.6174,27.3704,22.9522,23.797,25.066,23.9381,22.1494,21.7077,21.8764,24.4533,26.2294,27.0207,27.1176,28.453,29.4922,31.5776,30.8124,30.1843,31.2818,32.1569,31.9195,29.6385,29.8928,30.1687,28.2053,29.3589,29.6618,29.4425,30.9118,29.7252,30.4028,31.2702,32.8951,34.1352,34.0884,33.1246,35.319,34.8126,35.6951,36.1415,36.493,36.0669,37.0449,38.8737,39.5815,39.3255,41.6458,43.2063,42.7837,43.1499,42.4835,43.9163,42.3135,43.7074,46.5813,48.0468,48.8846,47.3576,46.9073,49.3028,47.5735,48.8334,53.5935,54.4877,53.991,50.965,52.2967,53.9948,56.3186,57.2391,57.055,53.33,54.4488,54.8609,56.5761,58.8685,58.5302,57.4183,60.2246,58.966,57.5292,57.1103,55.9303,58.4922,54.012,54.5709,57.3805,56.8011,57.614,58.7497,57.1054,61.464,62.0411,61.595,64.0357,65.4543,65.3751,65.1993,63.0996,57.6792,57.8649,57.4366,64.9075,65.0943,64.4207,68.2838,66.2896,64.92,64.4165,65.5045,63.6968,65.5051,68.2176,67.4705,62.6811,65.144,59.639,57.6824,59.255,61.6589,61.1068,61.6037,55.162,58.8395,55.1342,60.3216,61.4314,63.9215,68.3101,65.3352,67.259,67.7173,69.9921,69.388,65.1685,64.4276,65.3965,70.5167,64.5814,63.4249,67.5645,69.5452,70.4394,74.662,76.6543,74.6136,76.7198,83.2841,83.1577
CLX,38.1875,38.8893,38.1875,41.1336,40.4991,39.0763,38.6018,38.5181,40.5724,41.7647,41.4024,41.4994,42.5232,41.2037,41.3987,43.8053,43.8444,40.5532,39.7267,39.293,40.075,41.3813,42.909,43.1008,40.8381,38.7409,37.709,35.541,38.3105,35.0045,36.8581,39.969,42.3969,41.4743,40.349,37.8936,34.5282,33.461,35.4439,38.9092,36.4031,38.7564,42.7066,41.3626,41.1736,41.8165,42.5508,43.0661,42.1266,43.6502,45.6651,46.421,45.0721,44.5986,46.9395,46.8961,48.2997,48.54,45.0827,46.1549,46.2686,49.8514,51.5509,51.6605,52.2687,50.0142,53.5301,52.1169,49.597,50.4961,49.0025,50.2094,52.2464,51.4474,52.3148,53.8058,52.808,55.6173,56.3008,56.3318,55.7897,56.4687,59.6319,57.1872,61.7509,66.1611,69.7208,68.4123,65.8979,65.9455,68.7265,66.1355,65.3518,72.699,75.1011,74.7706,71.729,70.9245,71.5177,74.285,73.4004,74.8583,71.7273,73.1557,79.2988,82.7737,84.5373,86.6919,89.3791,90.9956,92.4614,89.4744,90.79,87.7203,95.0564,94.4026,98.105,104.2015,106.2182,108.3802,110.9563,108.6951,108.3855,108.3273,111.1905,119.711,114.0535,114.0274,108.9282,105.1422,101.2351,105.1422,105.8198,120.6433,118.8973,118.5903,120.3999,118.1912,119.1695,123.6688,117.759,113.702,125.1684,133.6603,128.0703,116.6724,120.315,106.819,110.1274,123.2702,124.0722,133.0768,138.061,137.1179,152.9772,142.3736,137.9235,146.8935,149.1523,149.4021,139.1882,143.2101,153.0625,148.883,142.9619,140.0131,140.525,145.559,150.146,152.1599,165.36,178.9381,197.951,210.5431,228.0959,215.5487,202.6929,199.8768,196.7631,195.7548
CMA,34.7702,35.9298,36.7191,36.0223,34.6795,33.2893,37.4897,36.6573,36.8254,37.6471,37.6859,38.3472,38.7523,39.4646,39.0638,40.9073,41.5151,39.703,35.1566,37.2395,34.646,31.5382,30.9301,29.8516,29.8721,24.8523,24.4818,24.2375,25.9474,18.2539,20.4546,20.0059,23.8412,20.0603,16.3958,14.6893,12.3286,11.1076,13.5907,15.5725,16.092,15.7331,17.7341,19.8393,22.1109,20.6801,21.2166,22.0745,25.7623,26.9344,28.4363,31.3966,28.4812,27.5686,28.7139,25.7571,27.8447,26.8179,27.35,31.7379,28.7023,29.2283,27.6608,28.5723,27.2013,26.1186,24.1996,19.334,17.4274,19.3849,19.1345,19.6527,21.0771,22.6158,24.7272,24.4674,23.2448,23.588,23.2039,23.588,23.9603,23.0034,22.8337,23.5324,26.6504,26.6659,28.0137,28.2475,30.7722,31.1776,33.2989,31.9682,30.8988,34.035,35.6464,37.5094,36.1365,38.0144,41.0282,38.2085,37.9947,39.8873,39.9669,40.0305,39.8061,38.1136,37.2115,37.558,33.2762,36.7081,36.3455,38.1817,39.422,41.4981,38.3526,35.5791,33.4001,35.2692,37.6665,34.1642,28.0142,27.5895,31.1027,36.4657,38.6833,33.9511,37.3438,39.036,39.2559,43.213,52.8859,56.6939,56.2111,59.3325,57.2675,59.0378,57.2508,61.374,60.5947,57.1925,64.1859,66.1302,70.1197,73.3273,80.4311,82.1205,81.2796,80.1358,79.8901,77.3099,82.4288,82.8879,77.1925,69.7984,67.7616,59.2909,67.9658,75.1905,63.8035,68.3895,59.8876,63.822,64.314,54.1661,58.5791,58.0731,62.5027,64.2835,54.7956,47.1622,26.7983,31.8401,33.201,35.404,35.7942,36.7328,36.1329,42.991,46.4768,53.4606
CMCSA,7.1609,6.9061,6.7337,7.9666,8.2704,8.4274,8.8495,9.0194,9.4982,10.4686,10.4145,10.8959,11.4158,9.9306,10.0194,10.2935,10.5831,10.8572,10.143,10.0735,9.336,8.1275,7.9306,7.0503,7.0117,7.5445,7.4914,7.9601,8.7154,7.3481,8.0142,8.2319,7.6295,6.1464,6.7626,6.5832,5.7345,5.1121,5.3392,6.08,5.4154,5.6867,5.8724,6.0542,6.6707,5.7554,5.8189,6.6921,6.3183,6.5617,7.5157,7.9305,7.2566,6.9677,7.8524,6.8946,7.2918,8.3629,8.1235,8.9081,9.2633,10.4889,10.0655,10.7197,10.323,10.3639,9.867,8.8359,8.5935,9.686,9.3639,9.8399,11.031,12.2034,12.4545,12.6616,12.0628,13.4074,13.6507,14.0617,14.9906,15.8093,15.6703,15.8098,16.1145,16.8381,17.7649,17.5595,17.0769,17.7508,19.2586,17.9812,19.3568,20.423,21.397,22.3797,23.4499,22.2612,21.6475,22.3916,22.582,23.3195,23.3413,23.7713,23.46,24.1449,24.8821,25.3053,23.2763,26.007,24.8417,25.4092,25.7172,26.5665,27.5693,24.8834,25.1264,27.778,26.9973,25.0321,24.8238,25.7239,27.2166,27.1952,28.3321,29.178,30.2268,29.3324,29.8178,27.9017,31.3725,31.289,34.1754,33.9126,34.0667,35.6656,37.9408,35.5633,36.9613,37.1075,35.1612,33.0579,34.4433,36.7463,39.1714,33.3505,31.4716,29.0752,28.8807,30.3905,33.3313,34.4585,32.9866,35.7189,36.5337,32.0665,34.4397,36.4173,37.651,41.2093,38.8142,40.026,41.0686,42.1056,42.8857,42.8394,42.1991,42.9828,41.4744,38.8241,33.2352,36.377,38.2814,37.9044,41.619,43.5735,44.9835,41.2867,49.1061,51.2174
CMI,17.2267,19.2258,18.6612,18.5546,19.6207,21.7642,20.8295,20.5025,21.29,22.6738,21.4767,21.1651,24.0986,24.1657,25.9826,33.0923,33.9041,36.4155,42.7084,42.7063,46.1215,43.2616,42.2462,46.03,34.9462,36.4997,33.9205,45.3891,51.1105,47.5541,48.1492,47.4154,31.814,19.0287,18.7797,19.624,17.6051,15.3907,18.8314,25.1578,24.124,26.1919,31.9942,33.8452,33.4643,32.1574,33.6534,34.373,33.8483,42.6896,46.5767,54.3056,51.2409,49.0927,60.0072,56.2688,68.4966,66.6212,73.6476,83.4223,80.2905,76.8622,83.3232,91.3499,80.188,78.8546,79.9137,71.1405,62.5198,76.1247,74.0625,67.6734,79.9595,93.0022,92.5934,89.346,75.0802,75.0492,74.267,75.5702,71.757,72.8231,76.7766,84.7468,89.8152,91.0233,90.9761,83.5761,94.3769,85.5648,95.6076,97.6849,105.3522,100.7137,105.4524,112.312,101.1661,116.7748,119.2316,120.7201,122.8981,123.991,112.017,117.2313,106.6239,118.0958,118.2769,117.0992,113.2736,116.1715,113.2392,112.9289,111.3298,107.7488,106.3855,100.7606,89.8611,85.6652,83.89,73.5594,75.1307,82.365,92.8072,98.7924,97.4826,95.7539,104.5509,107.8381,110.0187,109.7354,122.6415,118.2213,127.1656,129.3105,131.6705,131.4441,138.2491,142.2116,147.191,140.6993,148.3355,156.1482,148.7343,156.944,167.0373,150.3846,144.9476,142.9535,128.2706,119.8118,128.649,128.7414,132.6182,124.102,138.2207,122.2813,134.6065,142.0364,145.5208,153.2821,139.9617,159.0677,152.2534,139.821,152.3728,161.5618,172.5275,168.8479,150.9309,143.8611,128.6753,155.4716,162.614,166.1232,185.2994,199.9596,203.7321,212.155,224.3297,220.3801
CMS,8.8832,8.6437,7.95,8.1772,7.8825,7.9439,8.6008,8.9875,8.8647,9.141,9.9514,10.2522,10.246,10.744,10.9595,11.4028,11.2667,10.6185,9.9765,10.1057,10.4153,10.5082,10.8264,10.7953,9.7332,8.9896,8.4586,9.1083,9.799,9.3653,8.4854,8.587,7.8909,6.4861,6.4845,6.4526,7.4993,7.1351,7.6383,7.7544,7.3916,7.874,8.4345,8.8265,8.8199,8.7541,9.4618,10.4053,10.0797,10.2484,10.3759,10.9128,9.9466,9.9263,10.7868,11.9681,12.3237,12.5699,12.4308,12.8666,13.4892,13.4673,13.733,13.8449,14.0899,13.9133,13.5247,14.0766,14.1409,14.8769,15.1025,15.94,15.7595,15.6267,16.0574,16.78,17.1867,17.3343,18.1899,17.1861,17.5436,18.296,18.3788,18.3412,19.3342,20.2177,21.2282,22.7477,20.6533,20.8219,21.6457,20.5167,20.3543,21.4332,20.7151,20.8946,21.6908,22.4134,23.0835,24.1084,23.663,24.7765,23.222,24.5143,23.8079,26.2241,26.7852,28.1204,30.5319,28.6511,28.4717,27.6724,28.0872,26.195,28.1859,27.2003,29.308,29.9303,29.2944,30.1811,32.5234,33.3523,35.7804,34.2965,35.522,38.9536,38.376,35.8998,35.934,36.0538,34.6639,35.8705,36.7151,38.6727,38.8639,39.4372,41.4876,40.4725,40.4638,42.7793,40.8227,42.6294,44.2817,41.9745,39.7116,37.9784,40.5193,42.2191,41.5883,42.6251,43.5807,44.7239,44.5059,44.9782,47.6605,45.428,48.0562,50.1392,51.1899,51.1991,52.0777,53.7483,54.036,58.8984,59.7391,60.0684,57.6063,59.0535,64.3818,57.123,55.5441,53.9747,55.7985,55.6461,61.1326,57.998,58.8801,60.721,59.3779,58.8665
CNP,6.3819,6.5535,6.028,6.0735,6.1339,6.3949,7.0292,7.4718,7.4046,8.0044,8.5327,8.6527,9.0076,9.3921,9.45,9.9188,10.0578,9.2449,8.7561,8.7121,8.6101,9.0022,9.679,9.2886,8.6705,8.0539,7.829,8.3502,9.4013,8.9074,8.752,8.9137,8.1784,6.4664,7.3734,7.1967,7.6301,5.97,6.0337,6.1551,5.9635,6.5292,7.1008,7.4196,7.4375,7.5392,8.0613,8.8146,8.4744,8.2435,8.8473,8.8473,8.5058,8.2186,8.8868,9.3609,9.9495,10.4812,10.0123,10.07,10.3454,10.286,11.3885,12.063,12.6675,12.6806,12.8313,13.2516,12.9933,13.8012,13.3139,13.4411,12.3572,13.1814,13.3369,13.6683,13.8198,14.1204,14.3868,14.0664,14.6942,14.9494,13.7525,13.4179,14.2474,15.0866,16.8677,17.3746,16.4589,16.679,17.6234,16.4249,17.1698,17.6211,16.9224,16.7419,16.9008,17.2554,17.2846,18.0653,17.7747,18.8211,17.9221,18.4847,18.2094,18.2689,17.9872,17.604,17.3485,15.799,15.5102,15.9358,15.673,14.6419,14.8805,14.5075,14.0556,14.4529,13.3971,14.5116,14.1243,14.9398,16.7762,17.2012,18.2777,19.4703,19.4054,18.437,19.0606,18.7078,19.7971,20.4443,21.747,22.9007,23.1103,23.915,24.2171,23.176,23.8616,25.3049,24.9547,25.2708,25.8718,24.4493,24.2941,23.567,23.872,22.0685,23.0132,24.4048,25.0829,24.7182,24.5937,24.0245,25.1657,25.3634,27.7802,27.3307,27.8385,28.1105,26.0412,26.2152,26.5631,25.6195,27.9233,26.8963,22.9907,25.5276,24.7881,21.7856,14.6215,16.1168,16.9757,17.8255,18.1501,19.3041,18.6116,20.3237,22.4459,20.9457
COF,65.4743,68.8762,63.3095,68.1214,65.0987,67.2065,60.8358,57.513,61.8875,62.4146,61.2949,60.4606,63.2782,60.6454,59.4094,58.4646,62.8327,61.7774,55.7288,50.9436,52.3381,51.6763,42.0236,37.2544,43.0562,36.5564,39.0899,42.0919,38.4829,30.3976,33.4766,35.6151,41.1502,31.5646,28.0635,26.0083,12.9185,10.0817,10.2406,14.0056,20.4865,18.3406,25.7338,31.3036,29.994,30.7244,32.2446,32.2278,30.9837,31.7764,34.8573,36.5408,34.8059,33.9632,35.674,31.9539,33.3715,31.4477,31.4545,35.9576,40.6889,42.0903,43.9424,46.285,45.9961,43.736,40.4603,39.0265,33.5856,38.696,37.8944,35.8834,38.8193,42.9789,47.3447,47.1239,43.6763,46.4736,48.0295,48.106,48.5144,51.2036,49.0578,49.3388,47.9676,43.5001,46.8417,49.2541,52.2027,53.8134,59.134,55.5423,59.1476,59.0873,61.9011,66.2047,61.0197,63.7289,66.9661,64.1368,68.7372,71.9698,69.3036,71.7741,71.3893,72.3951,73.0372,72.4666,64.2675,69.3692,69.4661,71.2552,74.0028,77.9084,72.0013,69.1967,64.5421,70.2202,70.2245,64.5625,58.6948,59.1842,62.4077,65.1809,66.3266,57.5151,60.7481,65.2332,65.4428,67.4562,76.9684,79.8992,80.0365,86.3505,79.7265,73.949,71.1189,76.389,79.6806,73.9541,78.6453,85.6311,85.8561,92.9299,97.0174,91.7874,89.8097,84.9359,88.4843,86.5076,88.7856,93.6616,89.7295,84.4079,85.1403,71.7635,76.5104,79.7569,77.9533,88.5837,82.3047,86.9725,88.5828,83.3932,87.5908,89.7762,96.6804,99.4838,96.4774,85.6568,48.9329,62.8499,66.4578,61.1346,62.3164,67.5274,70.2958,71.4892,83.8835,96.8226
COP,28.9423,27.4332,28.4187,30.1063,28.6459,29.6598,31.2319,28.8613,27.0867,27.571,30.8023,32.9306,30.395,30.0814,31.4767,31.9373,35.8579,36.3534,37.6294,38.1182,40.8552,39.7388,37.4375,41.301,37.4703,38.9142,35.856,40.5327,44.0263,44.6364,38.8235,39.2469,34.8422,24.971,25.2159,24.8702,22.8201,18.1342,19.0129,19.9063,22.4904,20.6359,21.6806,22.3353,22.3998,25.1412,25.9378,25.5871,24.049,24.295,25.8995,29.9588,26.5322,25.1151,28.536,27.0943,29.6781,30.9706,31.3787,35.5142,37.2664,40.9642,42.011,41.5007,38.8677,39.9134,38.5474,36.4485,33.905,37.6616,38.5647,39.4028,36.883,41.768,41.4734,39.0835,37.5119,40.1872,39.61,41.3198,41.6036,42.5816,41.9118,42.6847,43.1706,43.6249,45.2434,45.5069,46.6626,46.0236,49.8617,50.9687,53.4364,56.9203,56.5089,54.8401,50.4156,52.1692,55.1895,58.2961,63.2638,67.846,65.8526,64.8309,61.0793,58.1796,53.2769,55.6879,50.7852,53.1394,50.7433,55.3563,52.4855,50.6145,42.0587,41.0645,40.0702,45.1707,45.7634,39.5318,33.0885,28.868,34.3635,40.7805,37.5827,37.4196,35.2471,35.4457,37.5353,37.7406,42.1444,43.5515,42.3529,41.5376,43.5459,41.8345,39.2409,38.5999,40.0822,38.5715,44.2167,45.4309,45.1911,48.7528,52.2345,48.5019,52.9493,58.4952,60.4301,62.4298,64.9799,66.1143,69.6888,63.196,59.8328,56.3701,61.198,61.625,60.6168,57.329,53.8144,55.6764,54.1965,47.8669,52.2701,51.0267,55.4083,60.1135,54.9369,45.0789,28.6747,39.195,39.6523,39.5019,35.5188,35.9938,31.1965,27.5339,38.0587,38.4724
COST,35.4996,36.5106,38.6289,38.8215,37.838,40.8404,37.811,33.5325,35.6036,38.2553,37.5732,37.9827,40.3463,40.2459,38.7697,38.6783,40.7722,42.2523,43.2803,44.6916,44.4166,48.6795,48.8864,50.5982,49.2781,45.0108,47.2279,51.793,51.9556,51.096,45.6615,48.9712,47.4158,41.6321,37.7097,38.4644,32.9914,31.1346,34.0613,35.7379,35.8197,33.7969,36.5432,37.7736,41.7748,42.2544,44.5288,43.9788,42.6855,45.4546,44.5152,44.0455,43.5742,41.0159,42.4222,42.4161,48.4144,47.2765,50.9219,54.3864,54.1078,56.4843,55.3741,61.0912,62.475,61.5358,59.271,59.6759,62.4036,63.2546,64.9952,63.4866,62.6865,65.7611,69.383,67.381,66.2311,72.832,73.7367,75.2481,77.0088,75.6786,80.1322,81.5422,84.5237,83.8827,87.8744,89.7957,91.0397,91.8195,97.5079,93.1404,95.8879,98.2441,104.6929,99.3427,93.7838,97.753,93.4679,96.8156,97.3996,96.6776,98.9727,101.9535,105.5237,112.3021,119.9802,119.6678,120.7147,128.5357,132.5021,125.4623,125.0589,118.4547,127.4357,123.1666,127.1241,139.0582,142.3234,142.3939,133.2419,132.6383,139.3131,131.3468,131.9143,139.2473,148.2739,144.1094,135.5921,131.4669,133.869,142.787,146.2116,158.4323,149.9465,158.7364,168.3701,149.2403,147.9152,146.7213,153.7887,150.7839,173.1462,174.7328,182.9475,179.6883,177.3634,185.5807,187.1414,197.2802,206.4654,220.6216,222.2777,216.363,219.3935,193.2404,203.5992,208.0637,230.3216,233.5462,228.495,252.0331,262.877,281.738,275.3818,284.6055,287.1918,281.5497,292.6615,269.8712,273.7012,291.5269,296.7898,291.729,313.8788,335.2167,342.294,345.4818,378.4727,373.3833
CPB,18.7438,19.4953,20.2906,20.24,22.1608,23.3699,23.2099,23.7731,23.096,23.783,24.222,24.87,24.6078,26.1298,24.9084,25.1344,25.5201,24.948,23.8001,24.3946,23.91,24.0419,23.8729,23.3718,20.6441,21.1216,22.2074,22.9127,22.0436,22.0304,24.1088,24.3938,25.58,25.3085,21.3739,20.1891,20.4313,18.0094,18.4064,17.458,18.8156,19.9695,21.2383,21.4642,22.3266,21.8999,24.1209,23.501,23.0212,23.1742,24.7699,25.1273,25.0922,25.1062,25.3497,26.31,25.2438,25.7953,24.123,24.9368,24.499,24.1546,23.7599,24.3136,25.1533,25.0085,24.1263,23.2649,23.6299,24.488,24.0093,24.6946,23.5505,24.7541,25.1478,25.3495,23.7534,25.0123,25.0268,26.5612,26.3193,26.8796,28.0075,27.0239,28.4336,31.8803,35.1334,35.9467,33.1583,34.6919,36.4865,33.6642,31.7386,33.4442,30.4274,34.002,32.6139,34.2758,35.5183,36.2546,36.5814,36.5096,33.3718,35.9636,34.2866,35.7014,36.5986,35.564,37.2238,37.9155,37.8829,36.6312,39.6053,39.04,40.6675,39.5789,41.7974,42.143,43.3461,43.6033,47.0935,51.5516,53.2547,51.7699,50.8135,55.8135,52.4836,51.1772,46.1033,46.0974,48.2606,51.2976,53.0999,50.6424,48.842,49.4021,49.4966,44.7744,45.6689,39.9376,40.4735,41.2606,42.9417,41.9052,40.8464,37.7752,38.0034,36.0774,29.7608,35.8651,36.4897,35.1961,32.6802,33.6906,35.3026,29.71,32.2399,32.7768,34.6968,35.5213,33.3362,36.7883,38.2793,41.6683,43.4461,43.2018,43.4443,46.1031,45.47,42.3974,43.3746,47.3202,48.267,46.9888,47.2585,50.1568,46.1145,44.8165,48.0335,46.4298
CSCO,13.5287,14.7453,15.7871,15.2626,14.3373,14.2281,13.026,16.0202,16.7415,17.5793,19.6046,19.9105,19.3933,18.8979,18.5992,19.4807,19.6119,20.2894,21.0616,23.2545,24.1359,24.085,20.4132,19.7211,17.8488,17.7687,17.5501,18.6793,19.4661,16.9455,16.0202,17.521,16.4355,12.9459,12.0498,11.8749,10.906,10.6146,12.2173,14.0751,13.4777,13.587,16.0348,15.7361,17.1494,16.6176,17.0474,17.4409,16.3699,17.725,18.9635,19.6191,16.8726,15.5248,16.807,14.5595,15.9547,16.654,13.9585,14.738,15.4083,13.5214,12.5372,12.8076,12.2813,11.4114,11.7192,11.4991,11.3743,13.6502,13.7312,13.3187,14.5182,14.6919,15.6304,14.9523,12.1147,12.7379,11.8882,14.2211,14.2323,12.8737,14.3038,14.8631,15.5595,15.7751,15.8053,15.9521,18.3884,18.5561,19.6494,17.8987,17.9916,17.4495,16.4363,17.349,17.0777,16.992,17.4713,18.1612,19.3479,19.5286,19.9777,19.7877,20.0807,19.5222,22.0513,22.1909,21.1788,23.7052,22.2793,23.3356,23.7241,22.2267,23.1804,21.1087,21.4064,23.7231,22.4075,22.3294,19.7179,21.6988,23.5968,22.9951,24.3,23.9989,25.7724,26.5406,26.777,26.1128,25.3808,25.7213,26.3727,29.3431,29.0168,29.5025,27.303,27.1038,27.4876,28.1519,29.3929,30.1063,32.8833,33.7649,36.8936,39.7712,38.0926,39.6511,38.2366,38.523,38.1541,43.0982,43.8921,41.5573,43.483,39.3591,43.3013,47.4034,49.4362,51.5561,47.9439,50.4319,51.3656,43.4011,45.8118,44.3778,42.3228,44.7981,43.2497,37.5671,36.9838,40.2328,45.3972,44.277,45.0664,40.3971,37.6893,34.6687,41.5445,43.2152
CSX,2.233,2.3157,2.5005,2.8638,2.8037,2.9511,2.5422,2.5407,2.7601,2.9988,3.0231,2.9025,3.1015,3.1816,3.3871,3.651,3.8533,3.8228,4.0204,3.4894,3.6366,3.8102,3.5871,3.7562,4.1389,4.1561,4.8028,5.3921,5.9312,5.3944,5.8041,5.5742,4.7029,3.9402,3.2282,2.8147,2.5105,2.158,2.2603,2.5873,2.7983,3.0511,3.5348,3.7635,3.7068,3.7352,4.2237,4.3135,3.8127,4.2433,4.5509,5.0114,4.6937,4.4583,4.7359,4.5033,4.9934,5.5467,5.5121,5.8565,6.3995,6.792,7.1504,7.1586,7.2253,7.167,6.716,6.0301,5.1314,6.1043,6.0015,5.8218,6.2337,5.8399,5.9817,6.1957,5.8446,6.2558,6.4181,6.3227,5.8414,5.7625,5.602,5.5935,6.2456,6.5447,7.0268,7.0154,7.2351,6.6554,7.1203,7.1058,7.4321,7.5245,7.9174,8.3529,7.8129,8.0895,8.4573,8.2384,8.6295,9.0434,8.7821,9.1199,9.4592,10.5125,10.8117,10.7347,9.8666,10.212,9.8578,10.7418,10.1956,9.7678,9.3579,8.2448,8.1003,8.1274,8.6144,7.863,6.9752,7.3686,7.86,8.324,8.1239,8.0163,8.7079,8.7477,9.4344,9.4375,11.1344,11.1717,14.4241,15.1548,14.5276,15.8664,16.9683,17.0905,15.4553,15.7879,17.0648,15.8602,17.5978,17.3642,17.9198,17.0265,17.6572,18.8236,20.5594,20.2827,22.477,23.6536,23.6185,21.9631,23.2366,19.8773,21.0195,23.3262,24.0163,25.5603,23.9804,24.9143,22.6698,21.6593,22.3865,22.7096,23.1972,23.4631,24.7537,22.926,18.6467,21.5527,23.3787,22.7778,23.3003,25.0568,25.4534,25.8695,29.5945,29.8245
CTAS,33.5181,32.6088,33.823,33.3151,33.6167,31.5533,28.0139,29.3868,32.4025,32.8548,33.4897,31.5136,32.6564,32.3486,28.9199,30.0174,30.7304,31.5876,29.2884,29.3605,29.721,29.3124,25.6273,26.9331,26.2923,23.3865,23.1915,24.061,23.9878,21.5419,23.1102,25.0279,23.3296,19.2585,19.5185,18.8766,18.4865,16.8366,20.5126,21.2926,19.326,18.9526,20.8943,22.7697,25.1512,22.9771,23.3091,21.6329,20.8363,20.9739,23.7744,23.0637,21.9976,20.2801,22.3868,21.5661,23.309,23.2414,23.0294,24.0756,24.1617,24.2134,26.0711,26.7363,28.2862,28.4412,28.0279,27.5371,24.2306,25.7375,26.6498,30.5158,32.5146,33.8032,34.2941,34.338,32.348,33.8471,34.7412,35.4338,36.3192,36.6523,36.8923,36.4115,37.6223,39.0823,39.2871,39.9458,40.6447,40.5423,42.2961,42.5187,45.5812,47.8691,50.1205,53.8141,51.5384,54.7804,53.8322,53.2181,56.0989,57.3812,56.5324,59.7292,63.7479,66.1411,67.6549,72.5475,72.7879,77.2089,75.4978,73.944,79.6228,78.2355,79.0771,78.6054,79.3083,86.0969,85.6818,85.1766,80.3776,78.5721,84.0166,83.9886,88.6847,91.7999,100.3503,109.9298,105.3365,99.789,108.5976,109.5073,110.0285,111.829,119.9123,116.0554,119.2868,119.4384,127.787,127.9386,136.7231,141.2338,150.8557,149.3131,161.4053,163.5229,163.4462,163.1779,174.6282,177.3302,195.9285,204.4467,189.5374,174.2641,181.5753,162.786,181.7013,200.1999,195.849,210.4134,214.9581,229.9392,252.3721,255.628,259.7948,260.3471,251.5212,263.2822,272.9591,260.9926,169.4877,217.0503,242.6173,260.6208,295.3657,326.0598,325.6586,307.7725,351.2432,349.4242
